id,order_id,product,category,quantity,price,date
549,549,Backpack,Accessories,1,45,2025-02-14
550,550,Monitor,Electronics,1,150,2024-10-05
551,551,Desk Lamp,Furniture,4,35,2025-02-24
552,552,Water Bottle,Accessories,5,10,2024-08-21
553,553,Backpack,Accessories,3,45,2024-10-23
554,554,Charger,Electronics,4,25,2024-11-21
555,555,Headphones,Electronics,1,80,2025-04-20
556,556,Backpack,Accessories,1,45,2024-11-16
557,557,Keyboard,Electronics,5,30,2025-05-14
558,558,Charger,Electronics,3,25,2024-10-08
559,559,Headphones,Electronics,2,80,2024-11-18
560,560,Keyboard,Electronics,5,30,2025-05-06
561,561,Monitor,Electronics,3,150,2024-11-06
562,562,Charger,Electronics,2,25,2025-04-01
563,563,Keyboard,Electronics,3,30,2025-03-14
564,564,Charger,Electronics,3,25,2024-08-05
565,565,Water Bottle,Accessories,1,10,2025-04-27
566,566,Charger,Electronics,5,25,2024-12-03
567,567,Mouse,Electronics,3,20,2024-11-06
568,568,Monitor,Electronics,2,150,2024-11-22
569,569,Desk Lamp,Furniture,2,35,2024-09-24
570,570,Monitor,Electronics,2,150,2024-07-10
571,571,Pen,Stationery,1,2,2025-02-15
572,572,Water Bottle,Accessories,5,10,2024-06-20
573,573,Backpack,Accessories,5,45,2024-08-07
574,574,Headphones,Electronics,4,80,2024-08-18
575,575,Monitor,Electronics,2,150,2025-05-21
576,576,Headphones,Electronics,2,80,2025-01-11
577,577,Mouse,Electronics,4,20,2024-12-04
578,578,Notebook,Stationery,4,5,2025-04-09
579,579,Pen,Stationery,4,2,2024-09-28
580,580,Water Bottle,Accessories,2,10,2024-11-06
581,581,Desk Lamp,Furniture,2,35,2024-12-06
582,582,Headphones,Electronics,4,80,2025-01-23
583,583,Pen,Stationery,4,2,2025-02-13
584,584,Water Bottle,Accessories,4,10,2024-08-22
585,585,Notebook,Stationery,5,5,2024-08-10
586,586,Pen,Stationery,1,2,2025-04-25
587,587,Desk Lamp,Furniture,3,35,2025-03-11
588,588,Keyboard,Electronics,5,30,2024-08-03
589,589,Pen,Stationery,1,2,2024-08-22
590,590,Pen,Stationery,4,2,2025-02-18
591,591,Monitor,Electronics,4,150,2024-07-17
592,592,Notebook,Stationery,4,5,2024-11-26
593,593,Mouse,Electronics,4,20,2024-06-28
594,594,Charger,Electronics,5,25,2024-12-09
595,595,Notebook,Stationery,4,5,2024-07-12
596,596,Backpack,Accessories,2,45,2024-06-15
597,597,Backpack,Accessories,1,45,2025-04-29
598,598,Backpack,Accessories,2,45,2024-08-10
599,599,Mouse,Electronics,3,20,2025-01-28
600,600,Monitor,Electronics,4,150,2025-01-16
601,601,Headphones,Electronics,1,80,2024-07-11
602,602,Mouse,Electronics,3,20,2024-09-19
603,603,Monitor,Electronics,5,150,2025-04-08
604,604,Water Bottle,Accessories,4,10,2024-07-27
605,605,Pen,Stationery,2,2,2024-11-02
606,606,Keyboard,Electronics,1,30,2024-10-01
607,607,Charger,Electronics,5,25,2025-01-21
608,608,Keyboard,Electronics,1,30,2025-02-11
609,609,Headphones,Electronics,5,80,2024-06-09
610,610,Water Bottle,Accessories,5,10,2024-10-02
611,611,Monitor,Electronics,3,150,2025-01-06
612,612,Mouse,Electronics,5,20,2024-11-28
613,613,Notebook,Stationery,5,5,2024-12-31
614,614,Monitor,Electronics,1,150,2025-02-24
615,615,Backpack,Accessories,1,45,2025-02-25
616,616,Water Bottle,Accessories,5,10,2025-02-15
617,617,Water Bottle,Accessories,1,10,2024-12-17
618,618,Desk Lamp,Furniture,1,35,2025-04-22
619,619,Charger,Electronics,3,25,2024-10-08
620,620,Mouse,Electronics,3,20,2024-07-05
621,621,Backpack,Accessories,2,45,2025-05-03
622,622,Keyboard,Electronics,5,30,2024-11-18
623,623,Monitor,Electronics,1,150,2024-11-28
624,624,Water Bottle,Accessories,3,10,2025-04-26
625,625,Monitor,Electronics,4,150,2025-05-23
626,626,Desk Lamp,Furniture,2,35,2024-08-09
627,627,Keyboard,Electronics,4,30,2024-06-19
628,628,Pen,Stationery,2,2,2024-06-23
629,629,Notebook,Stationery,1,5,2024-11-09
630,630,Pen,Stationery,5,2,2024-12-21
631,631,Water Bottle,Accessories,4,10,2024-10-08
632,632,Mouse,Electronics,2,20,2024-10-25
633,633,Backpack,Accessories,1,45,2025-05-02
634,634,Backpack,Accessories,3,45,2024-08-03
635,635,Backpack,Accessories,4,45,2024-12-22
636,636,Desk Lamp,Furniture,4,35,2024-11-21
637,637,Monitor,Electronics,4,150,2025-05-21
638,638,Desk Lamp,Furniture,3,35,2025-02-21
639,639,Pen,Stationery,1,2,2025-01-04
640,640,Keyboard,Electronics,4,30,2025-04-05
641,641,Monitor,Electronics,5,150,2024-10-29
642,642,Backpack,Accessories,1,45,2024-07-11
643,643,Backpack,Accessories,3,45,2024-11-04
644,644,Desk Lamp,Furniture,5,35,2025-01-05
645,645,Monitor,Electronics,4,150,2024-11-27
646,646,Desk Lamp,Furniture,1,35,2024-11-28
647,647,Headphones,Electronics,4,80,2024-10-19
648,648,Mouse,Electronics,1,20,2025-05-10
649,649,Charger,Electronics,3,25,2025-02-18
650,650,Monitor,Electronics,1,150,2024-08-13
651,651,Headphones,Electronics,4,80,2024-06-18
652,652,Monitor,Electronics,1,150,2024-09-29
653,653,Backpack,Accessories,3,45,2024-12-14
654,654,Headphones,Electronics,1,80,2025-04-06
655,655,Monitor,Electronics,4,150,2024-12-07
656,656,Backpack,Accessories,4,45,2024-07-10
657,657,Headphones,Electronics,2,80,2025-02-27
658,658,Backpack,Accessories,4,45,2024-11-08
659,659,Pen,Stationery,2,2,2024-07-29
660,660,Mouse,Electronics,2,20,2025-02-11
661,661,Water Bottle,Accessories,4,10,2025-03-15
662,662,Keyboard,Electronics,3,30,2024-10-12
663,663,Desk Lamp,Furniture,2,35,2025-04-10
664,664,Pen,Stationery,4,2,2024-09-11
665,665,Keyboard,Electronics,2,30,2024-07-08
666,666,Desk Lamp,Furniture,2,35,2025-01-14
667,667,Keyboard,Electronics,3,30,2025-05-08
668,668,Backpack,Accessories,1,45,2025-03-09
669,669,Water Bottle,Accessories,3,10,2024-11-01
670,670,Monitor,Electronics,2,150,2024-12-03
671,671,Water Bottle,Accessories,2,10,2024-08-02
672,672,Notebook,Stationery,2,5,2024-09-30
673,673,Desk Lamp,Furniture,1,35,2024-12-02
674,674,Water Bottle,Accessories,5,10,2024-12-06
675,675,Desk Lamp,Furniture,5,35,2024-08-06
676,676,Headphones,Electronics,1,80,2024-07-04
677,677,Pen,Stationery,4,2,2025-02-01
678,678,Water Bottle,Accessories,4,10,2024-12-27
679,679,Headphones,Electronics,1,80,2024-08-04
680,680,Backpack,Accessories,1,45,2025-01-17
681,681,Desk Lamp,Furniture,5,35,2024-11-24
682,682,Monitor,Electronics,5,150,2025-04-24
683,683,Headphones,Electronics,2,80,2024-08-06
684,684,Charger,Electronics,5,25,2024-06-29
685,685,Keyboard,Electronics,5,30,2024-08-18
686,686,Pen,Stationery,2,2,2024-08-22
687,687,Backpack,Accessories,2,45,2024-11-25
688,688,Water Bottle,Accessories,3,10,2024-07-11
689,689,Pen,Stationery,2,2,2025-04-22
690,690,Water Bottle,Accessories,3,10,2024-08-04
691,691,Pen,Stationery,5,2,2025-03-01
692,692,Keyboard,Electronics,5,30,2025-04-25
693,693,Monitor,Electronics,5,150,2025-03-25
694,694,Monitor,Electronics,2,150,2025-05-04
695,695,Headphones,Electronics,5,80,2024-11-20
696,696,Headphones,Electronics,1,80,2024-06-15
697,697,Keyboard,Electronics,1,30,2025-04-25
698,698,Headphones,Electronics,3,80,2025-04-30
699,699,Notebook,Stationery,5,5,2024-12-31
700,700,Headphones,Electronics,1,80,2025-02-10
701,701,Water Bottle,Accessories,3,10,2025-04-25
702,702,Pen,Stationery,4,2,2024-10-04
703,703,Charger,Electronics,3,25,2025-01-19
704,704,Keyboard,Electronics,1,30,2024-08-20
705,705,Desk Lamp,Furniture,4,35,2025-02-03
706,706,Desk Lamp,Furniture,2,35,2024-11-22
707,707,Headphones,Electronics,2,80,2024-11-08
708,708,Backpack,Accessories,3,45,2024-12-22
709,709,Monitor,Electronics,3,150,2025-02-19
710,710,Water Bottle,Accessories,1,10,2024-11-11
711,711,Notebook,Stationery,4,5,2024-08-02
712,712,Pen,Stationery,4,2,2024-10-05
713,713,Monitor,Electronics,1,150,2024-06-26
714,714,Pen,Stationery,4,2,2025-04-12
715,715,Charger,Electronics,2,25,2024-08-21
716,716,Backpack,Accessories,5,45,2024-11-08
717,717,Notebook,Stationery,2,5,2025-02-11
718,718,Water Bottle,Accessories,4,10,2025-02-11
719,719,Pen,Stationery,4,2,2024-06-12
720,720,Keyboard,Electronics,4,30,2025-02-14
721,721,Desk Lamp,Furniture,2,35,2024-09-19
722,722,Headphones,Electronics,3,80,2024-06-25
723,723,Mouse,Electronics,3,20,2025-02-09
724,724,Headphones,Electronics,4,80,2024-10-25
725,725,Water Bottle,Accessories,1,10,2024-07-26
726,726,Charger,Electronics,2,25,2024-10-14
727,727,Backpack,Accessories,4,45,2024-12-05
728,728,Mouse,Electronics,4,20,2024-06-27
729,729,Headphones,Electronics,5,80,2024-09-08
730,730,Backpack,Accessories,5,45,2024-10-26
731,731,Keyboard,Electronics,4,30,2025-02-14
732,732,Desk Lamp,Furniture,5,35,2024-10-22
733,733,Headphones,Electronics,5,80,2024-07-31
734,734,Monitor,Electronics,1,150,2024-12-19
735,735,Backpack,Accessories,3,45,2025-03-13
736,736,Backpack,Accessories,2,45,2024-09-10
737,737,Headphones,Electronics,5,80,2024-12-23
738,738,Water Bottle,Accessories,1,10,2024-06-24
739,739,Mouse,Electronics,2,20,2024-11-18
740,740,Desk Lamp,Furniture,5,35,2025-01-20
741,741,Monitor,Electronics,5,150,2025-02-19
742,742,Monitor,Electronics,3,150,2025-04-10
743,743,Backpack,Accessories,2,45,2024-12-19
744,744,Headphones,Electronics,3,80,2025-03-31
745,745,Backpack,Accessories,5,45,2025-02-16
746,746,Water Bottle,Accessories,4,10,2025-05-29
747,747,Headphones,Electronics,3,80,2025-01-30
748,748,Mouse,Electronics,3,20,2024-11-17
749,749,Keyboard,Electronics,4,30,2025-03-26
750,750,Pen,Stationery,1,2,2025-04-02
751,751,Desk Lamp,Furniture,3,35,2025-05-02
752,752,Headphones,Electronics,5,80,2024-09-25
753,753,Mouse,Electronics,5,20,2025-02-01
754,754,Monitor,Electronics,5,150,2025-04-19
755,755,Headphones,Electronics,4,80,2024-08-15
756,756,Notebook,Stationery,1,5,2025-03-21
757,757,Keyboard,Electronics,2,30,2024-06-10
758,758,Desk Lamp,Furniture,3,35,2025-01-01
759,759,Monitor,Electronics,4,150,2025-05-20
760,760,Notebook,Stationery,4,5,2025-02-12
761,761,Headphones,Electronics,4,80,2024-07-02
762,762,Monitor,Electronics,5,150,2024-09-15
763,763,Water Bottle,Accessories,3,10,2025-05-06
764,764,Desk Lamp,Furniture,5,35,2024-12-10
765,765,Backpack,Accessories,2,45,2025-01-22
766,766,Water Bottle,Accessories,3,10,2025-03-07
767,767,Backpack,Accessories,3,45,2025-04-09
768,768,Desk Lamp,Furniture,2,35,2024-10-05
769,769,Pen,Stationery,5,2,2024-10-31
770,770,Notebook,Stationery,3,5,2024-10-26
771,771,Notebook,Stationery,4,5,2024-11-10
772,772,Desk Lamp,Furniture,3,35,2025-03-14
773,773,Pen,Stationery,3,2,2024-08-02
774,774,Headphones,Electronics,5,80,2024-12-12
775,775,Charger,Electronics,3,25,2024-08-14
776,776,Pen,Stationery,1,2,2024-10-26
777,777,Keyboard,Electronics,3,30,2025-01-13
778,778,Pen,Stationery,4,2,2024-09-18
779,779,Notebook,Stationery,5,5,2024-10-17
780,780,Water Bottle,Accessories,3,10,2024-08-10
781,781,Keyboard,Electronics,5,30,2025-03-28
782,782,Notebook,Stationery,2,5,2024-06-26
783,783,Water Bottle,Accessories,2,10,2025-04-23
784,784,Notebook,Stationery,1,5,2024-07-22
785,785,Charger,Electronics,3,25,2025-01-28
786,786,Keyboard,Electronics,2,30,2024-06-03
787,787,Water Bottle,Accessories,2,10,2024-12-26
788,788,Desk Lamp,Furniture,4,35,2025-04-30
789,789,Notebook,Stationery,3,5,2024-11-12
790,790,Pen,Stationery,1,2,2024-07-16
791,791,Headphones,Electronics,2,80,2025-03-01
792,792,Mouse,Electronics,2,20,2024-12-31
793,793,Monitor,Electronics,1,150,2024-12-21
794,794,Desk Lamp,Furniture,2,35,2024-10-27
795,795,Mouse,Electronics,1,20,2024-10-31
796,796,Headphones,Electronics,5,80,2024-07-25
797,797,Backpack,Accessories,3,45,2025-01-19
798,798,Water Bottle,Accessories,5,10,2025-02-08
799,799,Monitor,Electronics,5,150,2025-01-26
800,800,Pen,Stationery,2,2,2024-07-28
801,801,Backpack,Accessories,2,45,2025-01-21
802,802,Pen,Stationery,2,2,2024-06-08
803,803,Backpack,Accessories,3,45,2025-03-18
804,804,Notebook,Stationery,2,5,2025-04-09
805,805,Charger,Electronics,4,25,2025-02-19
806,806,Backpack,Accessories,1,45,2024-12-23
807,807,Keyboard,Electronics,2,30,2024-08-11
808,808,Desk Lamp,Furniture,3,35,2024-10-06
809,809,Mouse,Electronics,3,20,2024-12-14
810,810,Notebook,Stationery,4,5,2024-10-15
811,811,Backpack,Accessories,3,45,2025-03-26
812,812,Headphones,Electronics,1,80,2024-10-12
813,813,Backpack,Accessories,2,45,2024-07-02
814,814,Keyboard,Electronics,4,30,2024-11-05
815,815,Monitor,Electronics,4,150,2025-05-18
816,816,Water Bottle,Accessories,3,10,2025-05-20
817,817,Keyboard,Electronics,3,30,2024-12-06
818,818,Headphones,Electronics,2,80,2024-09-21
819,819,Monitor,Electronics,4,150,2024-08-18
820,820,Desk Lamp,Furniture,5,35,2024-12-09
821,821,Charger,Electronics,5,25,2025-01-28
822,822,Water Bottle,Accessories,2,10,2024-10-05
823,823,Headphones,Electronics,1,80,2025-02-25
824,824,Desk Lamp,Furniture,5,35,2025-05-27
825,825,Backpack,Accessories,1,45,2025-03-16
826,826,Keyboard,Electronics,1,30,2025-03-08
827,827,Water Bottle,Accessories,2,10,2025-03-21
828,828,Water Bottle,Accessories,2,10,2024-08-24
829,829,Backpack,Accessories,5,45,2025-01-13
830,830,Keyboard,Electronics,2,30,2025-03-26
831,831,Desk Lamp,Furniture,1,35,2025-02-17
832,832,Desk Lamp,Furniture,1,35,2025-01-19
833,833,Monitor,Electronics,5,150,2024-12-30
834,834,Desk Lamp,Furniture,5,35,2024-06-30
835,835,Water Bottle,Accessories,4,10,2025-05-11
836,836,Pen,Stationery,1,2,2024-12-20
837,837,Pen,Stationery,1,2,2024-09-20
838,838,Headphones,Electronics,1,80,2024-06-24
839,839,Charger,Electronics,3,25,2025-05-25
840,840,Keyboard,Electronics,5,30,2024-07-01
841,841,Keyboard,Electronics,4,30,2024-06-17
842,842,Pen,Stationery,4,2,2024-09-01
843,843,Monitor,Electronics,4,150,2024-12-09
844,844,Charger,Electronics,4,25,2024-12-11
845,845,Charger,Electronics,1,25,2025-05-16
846,846,Water Bottle,Accessories,2,10,2025-05-01
847,847,Backpack,Accessories,1,45,2024-08-31
848,848,Water Bottle,Accessories,4,10,2025-02-26
849,849,Monitor,Electronics,2,150,2024-06-02
850,850,Mouse,Electronics,3,20,2025-01-24
851,851,Water Bottle,Accessories,4,10,2025-02-28
852,852,Charger,Electronics,2,25,2024-10-05
853,853,Desk Lamp,Furniture,3,35,2024-08-19
854,854,Pen,Stationery,2,2,2024-07-28
855,855,Mouse,Electronics,4,20,2025-04-11
856,856,Mouse,Electronics,2,20,2024-09-14
857,857,Keyboard,Electronics,1,30,2025-04-01
858,858,Mouse,Electronics,4,20,2025-04-03
859,859,Mouse,Electronics,2,20,2024-06-23
860,860,Charger,Electronics,4,25,2024-09-28
861,861,Water Bottle,Accessories,2,10,2024-06-29
862,862,Monitor,Electronics,5,150,2024-10-27
863,863,Notebook,Stationery,5,5,2024-11-11
864,864,Headphones,Electronics,5,80,2025-05-11
865,865,Backpack,Accessories,2,45,2024-11-02
866,866,Monitor,Electronics,5,150,2024-09-22
867,867,Charger,Electronics,3,25,2024-10-19
868,868,Mouse,Electronics,5,20,2025-03-30
869,869,Monitor,Electronics,4,150,2025-03-12
870,870,Desk Lamp,Furniture,1,35,2024-11-24
871,871,Charger,Electronics,5,25,2024-11-11
872,872,Charger,Electronics,4,25,2024-08-16
873,873,Pen,Stationery,4,2,2024-09-03
874,874,Water Bottle,Accessories,4,10,2024-10-02
875,875,Notebook,Stationery,3,5,2025-05-29
876,876,Monitor,Electronics,4,150,2024-06-30
877,877,Water Bottle,Accessories,4,10,2024-12-31
878,878,Water Bottle,Accessories,5,10,2024-08-08
879,879,Charger,Electronics,2,25,2024-10-09
880,880,Notebook,Stationery,3,5,2025-04-28
881,881,Keyboard,Electronics,4,30,2024-12-07
882,882,Keyboard,Electronics,5,30,2024-09-06
883,883,Mouse,Electronics,3,20,2024-12-11
884,884,Headphones,Electronics,5,80,2024-06-21
885,885,Keyboard,Electronics,2,30,2025-03-28
886,886,Water Bottle,Accessories,2,10,2025-02-01
887,887,Notebook,Stationery,3,5,2024-11-03
888,888,Mouse,Electronics,2,20,2024-09-06
889,889,Keyboard,Electronics,4,30,2024-10-03
890,890,Headphones,Electronics,2,80,2024-12-21
891,891,Notebook,Stationery,5,5,2024-11-12
892,892,Pen,Stationery,4,2,2025-01-25
893,893,Water Bottle,Accessories,3,10,2024-11-05
894,894,Pen,Stationery,3,2,2025-02-18
895,895,Desk Lamp,Furniture,4,35,2024-07-21
896,896,Desk Lamp,Furniture,3,35,2024-09-13
897,897,Backpack,Accessories,3,45,2024-12-29
898,898,Mouse,Electronics,5,20,2024-09-22
899,899,Monitor,Electronics,1,150,2024-10-12
900,900,Water Bottle,Accessories,5,10,2025-03-24
901,901,Charger,Electronics,3,25,2024-08-18
902,902,Notebook,Stationery,3,5,2024-09-26
903,903,Charger,Electronics,5,25,2024-10-04
904,904,Desk Lamp,Furniture,5,35,2025-05-02
905,905,Backpack,Accessories,3,45,2025-02-06
906,906,Desk Lamp,Furniture,4,35,2024-08-26
907,907,Backpack,Accessories,2,45,2024-08-11
908,908,Water Bottle,Accessories,4,10,2024-09-03
909,909,Water Bottle,Accessories,1,10,2025-02-24
910,910,Mouse,Electronics,1,20,2025-05-09
911,911,Mouse,Electronics,1,20,2024-12-29
912,912,Monitor,Electronics,2,150,2024-07-05
913,913,Monitor,Electronics,1,150,2024-09-20
914,914,Water Bottle,Accessories,4,10,2024-12-09
915,915,Mouse,Electronics,5,20,2025-04-23
916,916,Headphones,Electronics,4,80,2025-05-04
917,917,Desk Lamp,Furniture,1,35,2024-06-04
918,918,Water Bottle,Accessories,5,10,2024-12-28
919,919,Mouse,Electronics,1,20,2025-02-27
920,920,Pen,Stationery,5,2,2024-10-25
921,921,Mouse,Electronics,5,20,2025-05-24
922,922,Charger,Electronics,2,25,2024-07-25
923,923,Keyboard,Electronics,5,30,2024-08-16
924,924,Notebook,Stationery,2,5,2025-04-14
925,925,Water Bottle,Accessories,3,10,2024-11-29
926,926,Pen,Stationery,4,2,2024-07-11
927,927,Backpack,Accessories,4,45,2025-01-22
928,928,Headphones,Electronics,2,80,2025-05-23
929,929,Notebook,Stationery,3,5,2025-05-17
930,930,Keyboard,Electronics,1,30,2024-07-18
931,931,Charger,Electronics,4,25,2024-12-11
932,932,Water Bottle,Accessories,4,10,2024-06-29
933,933,Mouse,Electronics,2,20,2024-07-13
934,934,Desk Lamp,Furniture,4,35,2025-04-27
935,935,Backpack,Accessories,5,45,2024-07-19
936,936,Water Bottle,Accessories,1,10,2024-09-26
937,937,Notebook,Stationery,5,5,2025-01-30
938,938,Pen,Stationery,1,2,2024-07-09
939,939,Pen,Stationery,5,2,2025-03-16
940,940,Mouse,Electronics,2,20,2024-11-09
941,941,Mouse,Electronics,2,20,2025-03-28
942,942,Monitor,Electronics,4,150,2024-07-10
943,943,Pen,Stationery,2,2,2025-03-16
944,944,Notebook,Stationery,5,5,2024-12-17
945,945,Water Bottle,Accessories,3,10,2024-12-14
946,946,Monitor,Electronics,1,150,2025-02-12
947,947,Backpack,Accessories,1,45,2024-07-21
948,948,Charger,Electronics,2,25,2024-07-09
949,949,Backpack,Accessories,5,45,2025-04-11
950,950,Headphones,Electronics,4,80,2024-11-15
951,951,Mouse,Electronics,3,20,2025-01-17
952,952,Desk Lamp,Furniture,2,35,2024-11-30
953,953,Water Bottle,Accessories,4,10,2025-01-08
954,954,Monitor,Electronics,5,150,2025-05-05
955,955,Charger,Electronics,1,25,2025-04-13
956,956,Pen,Stationery,2,2,2024-07-08
957,957,Keyboard,Electronics,3,30,2024-08-18
958,958,Charger,Electronics,2,25,2024-12-17
959,959,Backpack,Accessories,3,45,2024-07-25
960,960,Keyboard,Electronics,1,30,2024-11-05
961,961,Desk Lamp,Furniture,3,35,2024-10-17
962,962,Keyboard,Electronics,2,30,2024-07-15
963,963,Monitor,Electronics,4,150,2025-01-16
964,964,Water Bottle,Accessories,5,10,2025-02-18
965,965,Charger,Electronics,1,25,2024-06-14
966,966,Keyboard,Electronics,3,30,2025-03-11
967,967,Keyboard,Electronics,5,30,2025-04-03
968,968,Backpack,Accessories,4,45,2024-06-07
969,969,Pen,Stationery,4,2,2024-12-16
970,970,Keyboard,Electronics,5,30,2024-10-03
971,971,Headphones,Electronics,5,80,2024-08-26
972,972,Charger,Electronics,2,25,2024-08-11
973,973,Pen,Stationery,3,2,2024-10-16
974,974,Desk Lamp,Furniture,2,35,2024-07-03
975,975,Monitor,Electronics,4,150,2024-10-20
976,976,Charger,Electronics,3,25,2025-02-03
977,977,Keyboard,Electronics,3,30,2024-10-07
978,978,Notebook,Stationery,4,5,2025-04-01
979,979,Headphones,Electronics,2,80,2025-01-21
980,980,Keyboard,Electronics,2,30,2024-11-03
981,981,Mouse,Electronics,4,20,2024-11-18
982,982,Headphones,Electronics,4,80,2024-11-16
983,983,Desk Lamp,Furniture,3,35,2025-01-07
984,984,Headphones,Electronics,2,80,2024-11-01
985,985,Backpack,Accessories,5,45,2025-05-22
986,986,Notebook,Stationery,4,5,2024-11-08
987,987,Monitor,Electronics,4,150,2024-11-11
988,988,Pen,Stationery,4,2,2025-03-22
989,989,Notebook,Stationery,3,5,2024-12-10
990,990,Pen,Stationery,4,2,2024-12-04
991,991,Keyboard,Electronics,5,30,2024-09-11
992,992,Headphones,Electronics,5,80,2024-09-01
993,993,Water Bottle,Accessories,1,10,2025-01-23
994,994,Notebook,Stationery,4,5,2024-10-28
995,995,Keyboard,Electronics,4,30,2025-05-11
996,996,Desk Lamp,Furniture,2,35,2025-04-21
997,997,Pen,Stationery,2,2,2024-10-08
998,998,Monitor,Electronics,4,150,2024-12-11
999,999,Keyboard,Electronics,4,30,2025-04-03
1000,1000,Desk Lamp,Furniture,5,35,2024-12-23
